30,15,Nowotomyski,1.5,5.1
30,22,Rawicki,2.2,9.1
30,29,Wolsztyński,1.3,4.9
30,63,m. Leszno,2.1,6.7
30,00,Podregion pilski,19.2,12.6
30,01,Chodzieski,2.5,13.8
30,02,Czarnkowsko - Trzcianeck,3.8,12.1
30,19,Pilski,5.3,10.1
30,28,Wągrowiecki,3.8,16.0
30,31,Złotowski,3.7,14.4
30,00,podregion poznański ,15.0,5.7
30,16,Obornicki,2.0,9.3
30,21,Poznański,5.8,3.6
30,24,Szamotulski,2.8,7.5
30,25,Średzki,2.9,12.4
30,26,Śremski,1.6,7.3
30,00,podregion m. Poznań,10.7,3.3
30,64,m. Poznań,10.7,3.3
32,00,WOJ. ZACHODNIOPOMORSKIE,90.6,15.1
32,00,Podregion koszaliński,37.3,18.0
32,01,Białogardzki,4.3,26.3
32,03,Drawski,4.4,21.9
32,08,Kołobrzeski,2.9,10.5
32,09,Koszaliński,4.5,23.7
32,13,Sławieński,3.8,21.4
32,15,Szczecinecki,6.1,23.9
32,16,Świdwiński,3.4,22.8
32,17,Wałecki,2.7,16.2
32,61,m. Koszalin,5.1,10.5
32,00,Podregion stargardzki,22.5,19.8
32,02,Choszczeński,3.4,23.7
32,05,Gryficki,4.3,22.1
32,10,Myśliborski,3.2,15.2
32,12,Pyrzycki,2.7,22.6
32,14,Stargardzki,6.2,17.2
32,18,Łobeski,2.7,24.7
32,00,Podregion m. Szczecin,16.4,9.5
32,62,m. Szczecin,16.4,9.5
32,00,Podregion szczeciński,14.4,13.4
32,04,Goleniowski,3.2,10.5
32,06,Gryfiński,4.5,18.7
32,07,Kamieński,3.0,20.4
32,11,Policki,2.8,11.0
32,63,m.  Świnoujście,1.0,7.0
